<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
RIZ8 [SPBFUT],5,20180913,165500,108570.000000,108600.000000,108450.000000,108450.000000,120.000000
RIZ8 [SPBFUT],5,20180913,170000,108480.000000,108540.000000,108380.000000,108410.000000,162.000000
RIZ8 [SPBFUT],5,20180913,170500,108440.000000,108450.000000,108300.000000,108300.000000,96.000000
RIZ8 [SPBFUT],5,20180913,171000,108300.000000,108410.000000,108290.000000,108390.000000,100.000000
RIZ8 [SPBFUT],5,20180913,171500,108390.000000,108410.000000,108060.000000,108110.000000,263.000000
RIZ8 [SPBFUT],5,20180913,172000,108150.000000,108150.000000,107840.000000,107900.000000,326.000000
RIZ8 [SPBFUT],5,20180913,172500,107900.000000,107920.000000,107800.000000,107810.000000,150.000000
RIZ8 [SPBFUT],5,20180913,173000,107790.000000,107940.000000,107720.000000,107850.000000,213.000000
RIZ8 [SPBFUT],5,20180913,173500,107840.000000,107870.000000,107680.000000,107730.000000,275.000000
RIZ8 [SPBFUT],5,20180913,174000,107740.000000,107820.000000,106770.000000,106890.000000,1295.000000
RIZ8 [SPBFUT],5,20180913,174500,106820.000000,107190.000000,106770.000000,107130.000000,476.000000
RIZ8 [SPBFUT],5,20180913,175000,107100.000000,107420.000000,107020.000000,107320.000000,226.000000
RIZ8 [SPBFUT],5,20180913,175500,107320.000000,107530.000000,107270.000000,107300.000000,336.000000
RIZ8 [SPBFUT],5,20180913,180000,107290.000000,107300.000000,107100.000000,107120.000000,284.000000
RIZ8 [SPBFUT],5,20180913,180500,107230.000000,107410.000000,107230.000000,107410.000000,144.000000
RIZ8 [SPBFUT],5,20180913,181000,107410.000000,107430.000000,107370.000000,107430.000000,105.000000
RIZ8 [SPBFUT],5,20180913,181500,107440.000000,107600.000000,107360.000000,107590.000000,223.000000
RIZ8 [SPBFUT],5,20180913,182000,107570.000000,107860.000000,107570.000000,107800.000000,147.000000
RIZ8 [SPBFUT],5,20180913,182500,107780.000000,107780.000000,107130.000000,107170.000000,331.000000
RIZ8 [SPBFUT],5,20180913,183000,107200.000000,107220.000000,106810.000000,106900.000000,394.000000
RIZ8 [SPBFUT],5,20180913,183500,106930.000000,107190.000000,106880.000000,107140.000000,125.000000
RIZ8 [SPBFUT],5,20180913,184000,107050.000000,107190.000000,107000.000000,107020.000000,78.000000
RIZ8 [SPBFUT],5,20180913,190500,107030.000000,107250.000000,107000.000000,107250.000000,89.000000
RIZ8 [SPBFUT],5,20180913,191000,107230.000000,107330.000000,107230.000000,107300.000000,50.000000
RIZ8 [SPBFUT],5,20180913,191500,107290.000000,107320.000000,107250.000000,107250.000000,27.000000
RIZ8 [SPBFUT],5,20180913,192000,107250.000000,107400.000000,107250.000000,107400.000000,175.000000
RIZ8 [SPBFUT],5,20180913,192500,107400.000000,107440.000000,107390.000000,107430.000000,70.000000
RIZ8 [SPBFUT],5,20180913,193000,107450.000000,107460.000000,107430.000000,107460.000000,59.000000
RIZ8 [SPBFUT],5,20180913,193500,107460.000000,107520.000000,107440.000000,107490.000000,48.000000
RIZ8 [SPBFUT],5,20180913,194000,107500.000000,107500.000000,107300.000000,107300.000000,58.000000
RIZ8 [SPBFUT],5,20180913,194500,107300.000000,107310.000000,107250.000000,107250.000000,116.000000
RIZ8 [SPBFUT],5,20180913,195000,107270.000000,107300.000000,107250.000000,107280.000000,10.000000
RIZ8 [SPBFUT],5,20180913,195500,107330.000000,107330.000000,107270.000000,107270.000000,7.000000
RIZ8 [SPBFUT],5,20180913,200000,107320.000000,107370.000000,107320.000000,107370.000000,7.000000
RIZ8 [SPBFUT],5,20180913,200500,107390.000000,107410.000000,107290.000000,107290.000000,52.000000
RIZ8 [SPBFUT],5,20180913,201000,107250.000000,107250.000000,107230.000000,107250.000000,20.000000
RIZ8 [SPBFUT],5,20180913,201500,107280.000000,107300.000000,107280.000000,107300.000000,13.000000
RIZ8 [SPBFUT],5,20180913,202000,107250.000000,107280.000000,107210.000000,107240.000000,21.000000
RIZ8 [SPBFUT],5,20180913,202500,107260.000000,107260.000000,107260.000000,107260.000000,4.000000
RIZ8 [SPBFUT],5,20180913,203000,107300.000000,107300.000000,107290.000000,107290.000000,27.000000
RIZ8 [SPBFUT],5,20180913,203500,107300.000000,107350.000000,107270.000000,107350.000000,7.000000
RIZ8 [SPBFUT],5,20180913,204000,107310.000000,107310.000000,107290.000000,107290.000000,32.000000
RIZ8 [SPBFUT],5,20180913,204500,107290.000000,107290.000000,107250.000000,107290.000000,9.000000
RIZ8 [SPBFUT],5,20180913,205000,107250.000000,107250.000000,107180.000000,107200.000000,31.000000
RIZ8 [SPBFUT],5,20180913,205500,107220.000000,107220.000000,107200.000000,107200.000000,2.000000
